Longitude,Latitude,Grower - Name,Farm - Name,Field - Name,Area Count,Crop Flow(bu/h),Crop Flow (Mass)(lb/s),Date / Time,Differential Valid,Elevation(ft),Moisture(%),Speed(mph),Swath Width(ft),Yield (Dry)(bu/ac),Yield (Wet)(bu/ac),Yield Mass (Dry)(lb/ac),Yield Mass (Wet)(lb/ac),geometry,MUSYM
-86.18073454,40.98958839,AULT,GOTT,EAST93,On,1250.4,19.45,11/13/2011,Yes,822.02,24.1,4.076,20.0,113.68,126.56,6365.9,7087.2,POINT (-86.18073454 40.98958839),CrA
-86.18072252,40.98959317,AULT,GOTT,EAST93,On,1250.4,19.45,11/13/2011,Yes,821.89,24.1,2.827,20.0,163.86,182.43,9176.2,10216.0,POINT (-86.18072252 40.98959317),CrA
-86.18075468,40.98956273,AULT,GOTT,EAST93,On,171.53,2.668,11/13/2011,Yes,821.56,26.1,4.349,20.0,14.23,16.27,796.88,911.18,POINT (-86.18075468 40.98956273),CrA
-86.18073076,40.98955482,AULT,GOTT,EAST93,On,535.91,8.336,11/13/2011,Yes,821.55,26.3,4.622,20.0,41.72,47.83,2336.3,2678.7,POINT (-86.18073076 40.98955482),CrA
-86.18071004,40.98954721,AULT,GOTT,EAST93,On,1404.0,21.84,11/13/2011,Yes,821.72,26.6,4.38,20.0,114.86,132.23,6432.2,7404.9,POINT (-86.18071004 40.98954721),CrA
-86.18069701,40.98954298,AULT,GOTT,EAST93,On,1416.0,22.03,11/13/2011,Yes,821.56,26.4,2.859,20.0,177.96,204.32,9965.8,11442.0,POINT (-86.18069701 40.98954298),CrA
-86.18077771,40.98953971,AULT,GOTT,EAST93,On,201.7,3.138,11/13/2011,Yes,821.43,24.0,2.827,20.0,26.47,29.43,1482.1,1647.8,POINT (-86.18077771 40.98953971),CrA
-86.18076855,40.98952909,AULT,GOTT,EAST93,On,332.03,5.165,11/13/2011,Yes,821.34,24.6,2.98,20.0,41.02,45.97,2296.9,2574.2,POINT (-86.18076855 40.98952909),CrA
-86.18076055,40.98951866,AULT,GOTT,EAST93,On,253.53,3.944,11/13/2011,Yes,821.45,25.0,2.919,20.0,31.8,35.83,1780.7,2006.2,POINT (-86.18076055 40.98951866),CrA
-86.18075325,40.98950792,AULT,GOTT,EAST93,On,439.57,6.838,11/13/2011,Yes,821.52,25.0,2.919,20.0,55.13,62.11,3087.3,3478.3,POINT (-86.18075325 40.98950792),CrA
-86.18075077,40.98950425,AULT,GOTT,EAST93,On,594.8,9.252,11/13/2011,Yes,821.51,25.1,2.19,20.0,99.31,112.04,5561.3,6274.0,POINT (-86.18075077 40.98950425),CrA
-86.18077414,40.98950047,AULT,GOTT,EAST93,On,232.23,3.612,11/13/2011,Yes,821.31,24.8,2.919,20.0,29.2,32.82,1635.4,1837.7,POINT (-86.18077414 40.98950047),CrA
-86.18075871,40.98949981,AULT,GOTT,EAST93,On,485.24,7.548,11/13/2011,Yes,821.42,24.8,2.798,20.0,63.65,71.53,3564.7,4005.5,POINT (-86.18075871 40.98949981),CrA
-86.1807425,40.98949925,AULT,GOTT,EAST93,On,904.21,14.07,11/13/2011,Yes,821.45,22.8,2.89,20.0,117.91,129.06,6602.8,7227.2,POINT (-86.1807425 40.98949925),CrA
-86.18072608,40.98949892,AULT,GOTT,EAST93,On,995.1,15.48,11/13/2011,Yes,821.64,22.7,2.859,20.0,131.35,143.58,7355.6,8040.7,POINT (-86.18072608 40.98949892),CrA
-86.1807078,40.98949867,AULT,GOTT,EAST93,On,1146.6,17.84,11/13/2011,Yes,821.57,22.7,3.103,20.0,139.45,152.44,7809.1,8536.5,POINT (-86.1807078 40.98949867),CrA
-86.18068943,40.98949856,AULT,GOTT,EAST93,On,1438.1,22.37,11/13/2011,Yes,821.62,22.2,3.315,20.0,164.75,178.94,9226.0,10020.0,POINT (-86.18068943 40.98949856),CrA
-86.18066927,40.98949844,AULT,GOTT,EAST93,On,1632.3,25.39,11/13/2011,Yes,821.62,21.9,3.496,20.0,178.0,192.58,9967.7,10785.0,POINT (-86.18066927 40.98949844),CrA
-86.18064782,40.98949795,AULT,GOTT,EAST93,On,1829.3,28.46,11/13/2011,Yes,821.76,22.4,3.711,20.0,186.73,203.33,10457.0,11387.0,POINT (-86.18064782 40.98949795),CrA
-86.18062654,40.98949771,AULT,GOTT,EAST93,On,1909.1,29.7,11/13/2011,Yes,821.79,22.9,3.74,20.0,192.12,210.56,10759.0,11791.0,POINT (-86.18062654 40.98949771),CrA
-86.18060374,40.98949745,AULT,GOTT,EAST93,On,1909.1,29.7,11/13/2011,Yes,821.75,22.9,3.984,20.0,180.36,197.67,10100.0,11070.0,POINT (-86.18060374 40.98949745),CrA
-86.18057981,40.98949729,AULT,GOTT,EAST93,On,2030.7,31.59,11/13/2011,Yes,821.78,23.4,4.136,20.0,183.59,202.53,10281.0,11342.0,POINT (-86.18057981 40.98949729),CrA
-86.18055656,40.9894971,AULT,GOTT,EAST93,On,2241.8,34.87,11/13/2011,Yes,821.75,23.4,4.136,20.0,202.68,223.58,11350.0,12521.0,POINT (-86.18055656 40.9894971),CrA
-86.18053291,40.98949682,AULT,GOTT,EAST93,On,2222.7,34.58,11/13/2011,Yes,821.7,23.4,4.136,20.0,200.95,221.68,11253.0,12414.0,POINT (-86.18053291 40.98949682),CrA
-86.18050935,40.98949666,AULT,GOTT,EAST93,On,2182.4,33.95,11/13/2011,Yes,821.69,23.2,4.167,20.0,196.33,216.02,10995.0,12097.0,POINT (-86.18050935 40.98949666),CrA
-86.18048654,40.98949666,AULT,GOTT,EAST93,On,2389.2,37.17,11/13/2011,Yes,821.71,23.0,4.136,20.0,217.13,238.28,12159.0,13344.0,POINT (-86.18048654 40.98949666),CrA
-86.18046296,40.98949657,AULT,GOTT,EAST93,On,2422.9,37.69,11/13/2011,Yes,821.75,23.2,4.136,20.0,219.62,241.64,12299.0,13532.0,POINT (-86.18046296 40.98949657),CrA
-86.1804396,40.98949645,AULT,GOTT,EAST93,On,2473.5,38.48,11/13/2011,Yes,821.68,22.9,4.167,20.0,223.39,244.83,12510.0,13711.0,POINT (-86.1804396 40.98949645),CrA
-86.18041563,40.98949608,AULT,GOTT,EAST93,On,2370.7,36.88,11/13/2011,Yes,821.68,22.7,4.136,20.0,216.29,236.44,12112.0,13241.0,POINT (-86.18041563 40.98949608),CrA
-86.18039128,40.98949595,AULT,GOTT,EAST93,On,2535.4,39.44,11/13/2011,Yes,821.52,22.4,4.196,20.0,228.87,249.22,12817.0,13956.0,POINT (-86.18039128 40.98949595),CrA
-86.18036765,40.98949568,AULT,GOTT,EAST93,On,2442.5,37.99,11/13/2011,Yes,821.47,23.1,4.167,20.0,220.02,241.77,12321.0,13539.0,POINT (-86.18036765 40.98949568),CrA
-86.1803438,40.98949549,AULT,GOTT,EAST93,On,2419.4,37.64,11/13/2011,Yes,821.38,22.8,4.196,20.0,217.28,237.82,12167.0,13318.0,POINT (-86.1803438 40.98949549),CrA
-86.18032026,40.98949509,AULT,GOTT,EAST93,On,2459.4,38.26,11/13/2011,Yes,821.33,22.4,4.196,20.0,222.01,241.75,12432.0,13538.0,POINT (-86.18032026 40.98949509),CrA
-86.18029608,40.98949482,AULT,GOTT,EAST93,On,2567.4,39.94,11/13/2011,Yes,821.29,23.1,4.196,20.0,229.67,252.36,12861.0,14132.0,POINT (-86.18029608 40.98949482),CrA
-86.18027162,40.98949462,AULT,GOTT,EAST93,On,2584.6,40.21,11/13/2011,Yes,821.14,22.6,4.196,20.0,232.71,254.06,13032.0,14227.0,POINT (-86.18027162 40.98949462),CrA
-86.18024801,40.98949443,AULT,GOTT,EAST93,On,2409.8,37.49,11/13/2011,Yes,821.04,22.7,4.228,20.0,215.09,235.12,12045.0,13167.0,POINT (-86.18024801 40.98949443),CrA
-86.18022488,40.9894944,AULT,GOTT,EAST93,On,2510.5,39.05,11/13/2011,Yes,820.96,23.0,4.167,20.0,226.44,248.5,12681.0,13916.0,POINT (-86.18022488 40.9894944),CrA
-86.18020153,40.98949429,AULT,GOTT,EAST93,On,2349.4,36.55,11/13/2011,Yes,820.92,22.2,4.167,20.0,214.11,232.55,11990.0,13023.0,POINT (-86.18020153 40.98949429),CrA
-86.18017851,40.98949446,AULT,GOTT,EAST93,On,2188.1,34.04,11/13/2011,Yes,820.79,22.7,4.136,20.0,199.63,218.23,11179.0,12221.0,POINT (-86.18017851 40.98949446),CrA
-86.18015512,40.98949471,AULT,GOTT,EAST93,On,2344.7,36.47,11/13/2011,Yes,820.68,22.7,4.105,20.0,215.55,235.63,12071.0,13195.0,POINT (-86.18015512 40.98949471),CrA
-86.18013194,40.98949519,AULT,GOTT,EAST93,On,2263.8,35.21,11/13/2011,Yes,820.68,23.4,4.136,20.0,204.67,225.77,11461.0,12643.0,POINT (-86.18013194 40.98949519),CrA
-86.18010837,40.98949526,AULT,GOTT,EAST93,On,2170.1,33.76,11/13/2011,Yes,820.56,23.2,4.105,20.0,198.21,218.08,11100.0,12213.0,POINT (-86.18010837 40.98949526),CrA
-86.18008525,40.98949578,AULT,GOTT,EAST93,On,2341.0,36.42,11/13/2011,Yes,820.11,23.3,4.167,20.0,210.33,231.72,11778.0,12976.0,POINT (-86.18008525 40.98949578),CrA
-86.18006194,40.9894959,AULT,GOTT,EAST93,On,2562.9,39.87,11/13/2011,Yes,820.18,23.7,4.167,20.0,229.06,253.68,12828.0,14206.0,POINT (-86.18006194 40.9894959),CrA
-86.18003867,40.98949608,AULT,GOTT,EAST93,On,2510.2,39.05,11/13/2011,Yes,820.21,24.0,4.136,20.0,225.17,250.35,12609.0,14019.0,POINT (-86.18003867 40.98949608),CrA
-86.18001528,40.98949589,AULT,GOTT,EAST93,On,2542.0,39.54,11/13/2011,Yes,820.25,24.1,4.167,20.0,226.0,251.61,12656.0,14090.0,POINT (-86.18001528 40.98949589),CrA
-86.1799922,40.98949585,AULT,GOTT,EAST93,On,2593.5,40.34,11/13/2011,Yes,820.22,24.0,4.136,20.0,232.64,258.66,13028.0,14485.0,POINT (-86.1799922 40.98949585),CrA
-86.17996924,40.98949623,AULT,GOTT,EAST93,On,2448.1,38.08,11/13/2011,Yes,820.15,23.0,4.105,20.0,224.18,246.01,12554.0,13777.0,POINT (-86.17996924 40.98949623),CrA
-86.17994652,40.98949657,AULT,GOTT,EAST93,On,2328.1,36.21,11/13/2011,Yes,820.18,22.7,4.105,20.0,214.02,233.95,11985.0,13101.0,POINT (-86.17994652 40.98949657),CrA
-86.17992352,40.98949687,AULT,GOTT,EAST93,On,2367.7,36.83,11/13/2011,Yes,820.14,23.2,4.105,20.0,216.26,237.94,12111.0,13325.0,POINT (-86.17992352 40.98949687),CrA
-86.17990154,40.98949694,AULT,GOTT,EAST93,On,2321.8,36.12,11/13/2011,Yes,820.52,23.8,4.076,20.0,211.91,234.99,11867.0,13160.0,POINT (-86.17990154 40.98949694),CrA
-86.17987847,40.98949718,AULT,GOTT,EAST93,On,2540.9,39.52,11/13/2011,Yes,820.45,24.1,4.105,20.0,229.35,255.34,12844.0,14299.0,POINT (-86.17987847 40.98949718),CrA
-86.17985517,40.9894977,AULT,GOTT,EAST93,On,2332.1,36.28,11/13/2011,Yes,820.51,23.6,4.076,20.0,213.4,236.03,11951.0,13218.0,POINT (-86.17985517 40.9894977),CrA
-86.1798322,40.9894978,AULT,GOTT,EAST93,On,2343.0,36.45,11/13/2011,Yes,820.51,24.2,4.136,20.0,209.62,233.68,11739.0,13086.0,POINT (-86.1798322 40.9894978),CrA
-86.17980908,40.98949744,AULT,GOTT,EAST93,On,2509.1,39.03,11/13/2011,Yes,820.53,23.8,4.105,20.0,227.38,252.15,12733.0,14120.0,POINT (-86.17980908 40.98949744),CrA
-86.17978595,40.98949735,AULT,GOTT,EAST93,On,2584.7,40.21,11/13/2011,Yes,820.54,23.6,4.105,20.0,234.85,259.74,13151.0,14546.0,POINT (-86.17978595 40.98949735),CrA
-86.17976294,40.98949762,AULT,GOTT,EAST93,On,2500.8,38.9,11/13/2011,Yes,820.5,23.6,4.105,20.0,227.23,251.32,12725.0,14074.0,POINT (-86.17976294 40.98949762),CrA
-86.17973969,40.98949765,AULT,GOTT,EAST93,On,2487.8,38.7,11/13/2011,Yes,820.52,23.2,4.105,20.0,227.23,250.01,12725.0,14000.0,POINT (-86.17973969 40.98949765),CrA
-86.17971657,40.98949857,AULT,GOTT,EAST93,On,2507.9,39.01,11/13/2011,Yes,820.48,23.9,4.105,20.0,226.97,252.02,12710.0,14113.0,POINT (-86.17971657 40.98949857),CrA
-86.17969377,40.98949925,AULT,GOTT,EAST93,On,2485.6,38.67,11/13/2011,Yes,820.49,24.1,4.136,20.0,222.67,247.9,12469.0,13882.0,POINT (-86.17969377 40.98949925),CrA
-86.17967103,40.98949986,AULT,GOTT,EAST93,On,2541.4,39.53,11/13/2011,Yes,820.53,24.0,4.076,20.0,231.35,257.22,12955.0,14404.0,POINT (-86.17967103 40.98949986),CrA
-86.17964838,40.98950028,AULT,GOTT,EAST93,On,2463.9,38.33,11/13/2011,Yes,820.61,24.2,4.076,20.0,223.7,249.37,12527.0,13965.0,POINT (-86.17964838 40.98950028),CrA
-86.17962552,40.98950057,AULT,GOTT,EAST93,On,2467.7,38.39,11/13/2011,Yes,820.63,24.5,4.076,20.0,223.16,249.76,12497.0,13986.0,POINT (-86.17962552 40.98950057),CrA
-86.17960273,40.98950081,AULT,GOTT,EAST93,On,2694.9,41.92,11/13/2011,Yes,820.66,24.1,4.076,20.0,244.99,272.75,13719.0,15274.0,POINT (-86.17960273 40.98950081),CrA
-86.17957945,40.98950121,AULT,GOTT,EAST93,On,2555.1,39.75,11/13/2011,Yes,820.61,23.1,4.076,20.0,235.34,258.6,13179.0,14482.0,POINT (-86.17957945 40.98950121),CrA
-86.17955639,40.98950149,AULT,GOTT,EAST93,On,2556.9,39.77,11/13/2011,Yes,820.61,23.3,4.076,20.0,234.89,258.78,13154.0,14492.0,POINT (-86.17955639 40.98950149),CrA
-86.17953311,40.98950169,AULT,GOTT,EAST93,On,2634.5,40.98,11/13/2011,Yes,820.57,24.0,4.105,20.0,238.11,264.74,13334.0,14826.0,POINT (-86.17953311 40.98950169),CrA
-86.17950989,40.98950195,AULT,GOTT,EAST93,On,2453.8,38.17,11/13/2011,Yes,820.58,23.8,4.105,20.0,222.37,246.59,12452.0,13809.0,POINT (-86.17950989 40.98950195),CrA
-86.1794875,40.98950248,AULT,GOTT,EAST93,On,2578.2,40.11,11/13/2011,Yes,820.66,22.9,4.105,20.0,236.4,259.09,13239.0,14509.0,POINT (-86.1794875 40.98950248),CrA
-86.17946509,40.98950332,AULT,GOTT,EAST93,On,2534.0,39.42,11/13/2011,Yes,820.82,23.4,4.044,20.0,234.29,258.45,13120.0,14473.0,POINT (-86.17946509 40.98950332),CrA
-86.17944207,40.98950397,AULT,GOTT,EAST93,On,2618.7,40.74,11/13/2011,Yes,820.84,23.2,4.044,20.0,242.75,267.09,13594.0,14957.0,POINT (-86.17944207 40.98950397),CrA
-86.179419,40.98950408,AULT,GOTT,EAST93,On,2582.0,40.16,11/13/2011,Yes,820.91,23.0,4.076,20.0,238.13,261.32,13335.0,14634.0,POINT (-86.179419 40.98950408),CrA
-86.17939635,40.98950433,AULT,GOTT,EAST93,On,2563.6,39.88,11/13/2011,Yes,821.0,23.2,4.076,20.0,235.81,259.46,13206.0,14530.0,POINT (-86.17939635 40.98950433),CrA
-86.17937311,40.98950457,AULT,GOTT,EAST93,On,2580.5,40.14,11/13/2011,Yes,820.98,23.2,4.076,20.0,237.37,261.17,13293.0,14626.0,POINT (-86.17937311 40.98950457),CrA
-86.17935013,40.98950442,AULT,GOTT,EAST93,On,2506.9,39.0,11/13/2011,Yes,821.0,23.2,4.076,20.0,230.61,253.73,12914.0,14209.0,POINT (-86.17935013 40.98950442),CrA
-86.17932754,40.98950446,AULT,GOTT,EAST93,On,2705.2,42.08,11/13/2011,Yes,821.06,23.6,4.076,20.0,247.55,273.79,13863.0,15332.0,POINT (-86.17932754 40.98950446),CrA
-86.17930505,40.98950469,AULT,GOTT,EAST93,On,2514.1,39.11,11/13/2011,Yes,821.19,22.8,4.076,20.0,232.47,254.45,13018.0,14249.0,POINT (-86.17930505 40.98950469),CrA
-86.17928238,40.98950465,AULT,GOTT,EAST93,On,2387.6,37.14,11/13/2011,Yes,821.28,22.8,4.044,20.0,222.48,243.52,12459.0,13637.0,POINT (-86.17928238 40.98950465),CrA
-86.17925973,40.98950503,AULT,GOTT,EAST93,On,2469.9,38.42,11/13/2011,Yes,821.36,22.9,4.015,20.0,231.52,253.74,12965.0,14209.0,POINT (-86.17925973 40.98950503),CrA
-86.17923712,40.98950559,AULT,GOTT,EAST93,On,2288.1,35.59,11/13/2011,Yes,821.41,22.4,4.044,20.0,214.31,233.37,12001.0,13069.0,POINT (-86.17923712 40.98950559),CrA
-86.17921452,40.98950596,AULT,GOTT,EAST93,On,2425.6,37.73,11/13/2011,Yes,821.51,22.8,4.044,20.0,226.02,247.39,12657.0,13854.0,POINT (-86.17921452 40.98950596),CrA
-86.17919201,40.989506,AULT,GOTT,EAST93,On,2351.2,36.57,11/13/2011,Yes,821.65,23.1,4.044,20.0,218.24,239.81,12222.0,13429.0,POINT (-86.17919201 40.989506),CrA
-86.17916934,40.98950619,AULT,GOTT,EAST93,On,2453.4,38.16,11/13/2011,Yes,821.65,22.8,4.015,20.0,230.27,252.04,12895.0,14114.0,POINT (-86.17916934 40.98950619),CrA
-86.17914665,40.98950635,AULT,GOTT,EAST93,On,2383.4,37.08,11/13/2011,Yes,821.76,22.3,4.044,20.0,223.53,243.09,12518.0,13613.0,POINT (-86.17914665 40.98950635),CrA
-86.17912365,40.98950635,AULT,GOTT,EAST93,On,2274.7,35.38,11/13/2011,Yes,821.82,23.1,4.076,20.0,209.52,230.23,11733.0,12893.0,POINT (-86.17912365 40.98950635),CrA
